document_id,standard_number,title,category,source_url,document_url,local_raw_path,local_cleaned_path,file_type,text_scanned_mixed,OCR_required,version,status,notes
DOC-STD-011,IS 16102 (Part 1),Self-Ballasted LED Lamps for General Lighting Services Part 1 Safety Requirements,Self-Ballasted LED Lamps for General Lighting Services,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-ii-registration-scheme/?lang=en,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-ii-registration-scheme/?lang=en,,,html source page,text,False,Verified from BIS list,source_page_collected_full_standard_unavailable,The row is preserved from the verified seed dataset. A full Indian Standard PDF was not obtained from the official public BIS page; use BIS Standards portal/purchase/download access for full clauses.
DOC-STD-012,IS 16103 (Part 1): 2012,LED modules for general lighting: Part 1 safety requirements,Standalone LED Modules for General Lighting,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-ii-registration-scheme/?lang=en,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-ii-registration-scheme/?lang=en,,,html source page,text,False,Verified from BIS list,source_page_collected_full_standard_unavailable,The row is preserved from the verified seed dataset. A full Indian Standard PDF was not obtained from the official public BIS page; use BIS Standards portal/purchase/download access for full clauses.
DOC-STD-013,IS 10322 (Part 5/Section 2): 2012,Luminaires Part 5: Particular Requirements Section 2 Recessed Luminaires,Recessed LED Luminaires,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-ii-registration-scheme/?lang=en,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-ii-registration-scheme/?lang=en,,,html source page,text,False,Verified from BIS list,source_page_collected_full_standard_unavailable,The row is preserved from the verified seed dataset. A full Indian Standard PDF was not obtained from the official public BIS page; use BIS Standards portal/purchase/download access for full clauses.
DOC-STD-014,IS 10322 (Part 5/Section 3): 2012,Luminaires - Part 5: Particular Requirements Section 3 Luminaires for Road and Street Lighting,LED Luminaires for Road and Street Lighting,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-ii-registration-scheme/?lang=en,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-ii-registration-scheme/?lang=en,,,html source page,text,False,Verified from BIS list,source_page_collected_full_standard_unavailable,The row is preserved from the verified seed dataset. A full Indian Standard PDF was not obtained from the official public BIS page; use BIS Standards portal/purchase/download access for full clauses.
DOC-STD-015,IS/IEC 62368: Part 1: 2023,"Audio/Video, Information and Communication Technology Equipment - Part 1 Safety Requirements",CCTV Cameras/CCTV Recorders,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-ii-registration-scheme/?lang=en,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-ii-registration-scheme/?lang=en,,,html source page,text,False,Verified from BIS list,source_page_collected_full_standard_unavailable,The row is preserved from the verified seed dataset. A full Indian Standard PDF was not obtained from the official public BIS page; use BIS Standards portal/purchase/download access for full clauses.
DOC-STD-016,IS/IEC 62368: Part 1: 2023,"Audio/Video, Information and Communication Technology Equipment - Part 1 Safety Requirements","Printers, Plotters",https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-ii-registration-scheme/?lang=en,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-ii-registration-scheme/?lang=en,,,html source page,text,False,Verified from BIS list,source_page_collected_full_standard_unavailable,The row is preserved from the verified seed dataset. A full Indian Standard PDF was not obtained from the official public BIS page; use BIS Standards portal/purchase/download access for full clauses.
DOC-STD-017,IS/IEC 62368: Part 1: 2023,"Audio/Video, Information and Communication Technology Equipment - Part 1 Safety Requirements",Scanners,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-ii-registration-scheme/?lang=en,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-ii-registration-scheme/?lang=en,,,html source page,text,False,Verified from BIS list,source_page_collected_full_standard_unavailable,The row is preserved from the verified seed dataset. A full Indian Standard PDF was not obtained from the official public BIS page; use BIS Standards portal/purchase/download access for full clauses.
DOC-STD-018,IS/IEC 62368: Part 1: 2023,"Audio/Video, Information and Communication Technology Equipment - Part 1 Safety Requirements",Set Top Box,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-ii-registration-scheme/?lang=en,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-ii-registration-scheme/?lang=en,,,html source page,text,False,Verified from BIS list,source_page_collected_full_standard_unavailable,The row is preserved from the verified seed dataset. A full Indian Standard PDF was not obtained from the official public BIS page; use BIS Standards portal/purchase/download access for full clauses.
DOC-STD-019,IS/IEC 62368: Part 1: 2023,"Audio/Video, Information and Communication Technology Equipment - Part 1 Safety Requirements",Wireless Headphone and Earphone,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-ii-registration-scheme/?lang=en,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-ii-registration-scheme/?lang=en,,,html source page,text,False,Verified from BIS list,source_page_collected_full_standard_unavailable,The row is preserved from the verified seed dataset. A full Indian Standard PDF was not obtained from the official public BIS page; use BIS Standards portal/purchase/download access for full clauses.
DOC-STD-020,IS/IEC 62368: Part 1: 2023,"Audio/Video, Information and Communication Technology Equipment - Part 1 Safety Requirements",USB Type External Solid-State Storage Devices above 256 GB capacity,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-ii-registration-scheme/?lang=en,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-ii-registration-scheme/?lang=en,,,html source page,text,False,Verified from BIS list,source_page_collected_full_standard_unavailable,The row is preserved from the verified seed dataset. A full Indian Standard PDF was not obtained from the official public BIS page; use BIS Standards portal/purchase/download access for full clauses.
DOC-STD-021,IS 269,Ordinary Portland Cement,Cement,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en,,,html source page,text,False,Verified from BIS list,source_page_collected_full_standard_unavailable,The row is preserved from the verified seed dataset. A full Indian Standard PDF was not obtained from the official public BIS page; use BIS Standards portal/purchase/download access for full clauses.
DOC-STD-022,IS 455,Portland Slag Cement,Cement,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en,,,html source page,text,False,Verified from BIS list,source_page_collected_full_standard_unavailable,The row is preserved from the verified seed dataset. A full Indian Standard PDF was not obtained from the official public BIS page; use BIS Standards portal/purchase/download access for full clauses.
DOC-STD-023,IS 15111 (Part 1 & 2),Self Ballasted Lamps for General Lighting Services - Part 1 Safety Requirements and Part 2 Performance Requirements,Household Electrical Goods,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en,,,html source page,text,False,Verified from BIS list,source_page_collected_full_standard_unavailable,The row is preserved from the verified seed dataset. A full Indian Standard PDF was not obtained from the official public BIS page; use BIS Standards portal/purchase/download access for full clauses.
DOC-STD-024,IS 694,PVC insulated cables for working voltages up to and including 1100 V,Household Electrical Goods / Cables,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en,,,html source page,text,False,Verified from BIS list,source_page_collected_full_standard_unavailable,The row is preserved from the verified seed dataset. A full Indian Standard PDF was not obtained from the official public BIS page; use BIS Standards portal/purchase/download access for full clauses.
DOC-STD-025,IS 2347:2017,Domestic Pressure Cooker,Domestic Pressure Cooker,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en,,,html source page,text,False,Verified from BIS list,source_page_collected_full_standard_unavailable,The row is preserved from the verified seed dataset. A full Indian Standard PDF was not obtained from the official public BIS page; use BIS Standards portal/purchase/download access for full clauses.
DOC-STD-026,IS 4151:2015,Helmet for riders of Two Wheeler Motor Vehicles,Two-wheeler rider helmet,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en,,,html source page,text,False,Verified from BIS list,source_page_collected_full_standard_unavailable,The row is preserved from the verified seed dataset. A full Indian Standard PDF was not obtained from the official public BIS page; use BIS Standards portal/purchase/download access for full clauses.
DOC-STD-027,IS 9873 (Part 1): 2018,Safety of Toys Part 1 Safety Aspects Related to Mechanical and Physical Properties,Non Electric Toys,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en,,,html source page,text,False,Verified from BIS list,source_page_collected_full_standard_unavailable,The row is preserved from the verified seed dataset. A full Indian Standard PDF was not obtained from the official public BIS page; use BIS Standards portal/purchase/download access for full clauses.
DOC-STD-028,IS 15644:2006,Safety of Electric Toys,Electric Toys,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en,,,html source page,text,False,Verified from BIS list,source_page_collected_full_standard_unavailable,The row is preserved from the verified seed dataset. A full Indian Standard PDF was not obtained from the official public BIS page; use BIS Standards portal/purchase/download access for full clauses.
DOC-STD-029,IS 15392,Aluminium and Aluminium Alloy Bare Foil for Food Packaging,Aluminium Foil for Food Packaging,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en,,,html source page,text,False,Verified from BIS list,source_page_collected_full_standard_unavailable,The row is preserved from the verified seed dataset. A full Indian Standard PDF was not obtained from the official public BIS page; use BIS Standards portal/purchase/download access for full clauses.
DOC-STD-030,IS 14625,Plastic Feeding Bottles,Feeding Bottles,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en,,,html source page,text,False,Verified from BIS list,source_page_collected_full_standard_unavailable,The row is preserved from the verified seed dataset. A full Indian Standard PDF was not obtained from the official public BIS page; use BIS Standards portal/purchase/download access for full clauses.
DOC-STD-031,IS 1417:2016,"Gold and Gold Alloys, Jewellery/Artefacts - Fineness and Marking - Specification",Gold Jewellery / Artefacts,https://www.bis.gov.in/hallmarking-overview/hallmarking-faqs/hallmarking-faq/?lang=en,https://www.bis.gov.in/hallmarking-overview/hallmarking-faqs/hallmarking-faq/?lang=en,,,html source page,text,False,Verified from BIS FAQ,source_page_collected_full_standard_unavailable,The row is preserved from the verified seed dataset. A full Indian Standard PDF was not obtained from the official public BIS page; use BIS Standards portal/purchase/download access for full clauses.
DOC-STD-032,IS 2112:2014,"Silver and Silver Alloys, Jewellery/Artefacts - Fineness and Marking - Specification",Silver Jewellery / Artefacts,https://www.bis.gov.in/hallmarking-overview/hallmarking-faqs/hallmarking-faq/?lang=en,https://www.bis.gov.in/hallmarking-overview/hallmarking-faqs/hallmarking-faq/?lang=en,,,html source page,text,False,Verified from BIS FAQ,source_page_collected_full_standard_unavailable,The row is preserved from the verified seed dataset. A full Indian Standard PDF was not obtained from the official public BIS page; use BIS Standards portal/purchase/download access for full clauses.
DOC-STD-033,IS 15820:2009,General Requirements for establishment and operation of Assaying and Hallmarking centres,Assaying and Hallmarking Centres,https://www.bis.gov.in/hallmarking-overview/hallmarking-faqs/hallmarking-faq/?lang=en,https://www.bis.gov.in/hallmarking-overview/hallmarking-faqs/hallmarking-faq/?lang=en,,,html source page,text,False,Verified from BIS FAQ,source_page_collected_full_standard_unavailable,The row is preserved from the verified seed dataset. A full Indian Standard PDF was not obtained from the official public BIS page; use BIS Standards portal/purchase/download access for full clauses.
DOC-SVC-001,,Product Certification - Scheme I (ISI Mark),Certification,https://www.bis.gov.in/product-certification/product-certification-process/?lang=en,https://www.bis.gov.in/product-certification/product-certification-process/?lang=en,,,html source page,text,False,Verified from BIS process page,source_page_collected,Service entry preserved from seed dataset and backed by official BIS source page.
DOC-SVC-002,,Product Certification - Scheme IV,Certificate of Conformity,https://www.bis.gov.in/product-certification/product-certification-process/?lang=en,https://www.bis.gov.in/product-certification/product-certification-process/?lang=en,,,html source page,text,False,Verified from BIS process page,source_page_collected,Service entry preserved from seed dataset and backed by official BIS source page.
DOC-SVC-003,,Compulsory Registration Scheme - Scheme II,Registration,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-ii-registration-scheme/?lang=en,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-ii-registration-scheme/?lang=en,,,html source page,text,False,Verified from BIS list,source_page_collected,Service entry preserved from seed dataset and backed by official BIS source page.
DOC-SVC-004,,Products under Compulsory Certification,Lookup,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/?lang=en,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/?lang=en,,,html source page,text,False,Verified from BIS overview page,source_page_collected,Service entry preserved from seed dataset and backed by official BIS source page.
DOC-SVC-005,,BIS Care App,Consumer verification,https://www.bis.gov.in/bis-apps/?lang=en,https://www.bis.gov.in/bis-apps/?lang=en,,,html source page,text,False,Verified from BIS app page,source_page_collected,Service entry preserved from seed dataset and backed by official BIS source page.
DOC-SVC-006,,Hallmarking Scheme,Hallmarking,https://www.bis.gov.in/hallmarking-overview/hallmarking-faqs/hallmarking-faq/?lang=en,https://www.bis.gov.in/hallmarking-overview/hallmarking-faqs/hallmarking-faq/?lang=en,,,html source page,text,False,Verified from BIS FAQ,source_page_collected,Service entry preserved from seed dataset and backed by official BIS source page.
DOC-SVC-007,,Foreign Manufacturers Certification Scheme,Foreign manufacturer certification,https://www.bis.gov.in/fmcs/fmcs-overview/?lang=en,https://www.bis.gov.in/fmcs/fmcs-overview/?lang=en,,,html source page,text,False,Verified from BIS FMCS page,source_page_collected,Service entry preserved from seed dataset and backed by official BIS source page.
DOC-SVC-008,,FMCS Online Application through Manakonline,Application process,https://www.bis.gov.in/fmcs/certification-process/how-to-apply/?lang=en,https://www.bis.gov.in/fmcs/certification-process/how-to-apply/?lang=en,,,html source page,text,False,Verified from BIS page,source_page_collected,Service entry preserved from seed dataset and backed by official BIS source page.
DOC-SVC-009,,Manufacturer BIS Licence Requirements,Eligibility / requirements,https://www.bis.gov.in/product-certification/product-certification-faq/?lang=en,https://www.bis.gov.in/product-certification/product-certification-faq/?lang=en,,,html source page,text,False,Verified from BIS FAQ,source_page_collected,Service entry preserved from seed dataset and backed by official BIS source page.
DOC-SVC-010,,Find Indian Standard by Product,Lookup,https://www.bis.gov.in/product-certification/product-certification-faq/?lang=en,https://www.bis.gov.in/product-certification/product-certification-faq/?lang=en,,,html source page,text,False,Verified from BIS FAQ,source_page_collected,Service entry preserved from seed dataset and backed by official BIS source page.
SRC-001,,BIS Care App,Official BIS source page,https://www.bis.gov.in/bis-apps/?lang=en,https://www.bis.gov.in/bis-apps/?lang=en,raw_documents\SRC-001_bis_apps.html,cleaned_documents\SRC-001_bis_apps.txt,html,text,False,Captured 2026-08-28,collected_and_cleaned,Fetched official page; extracted 16062 cleaned characters.
SRC-002,,Foreign Manufacturers Certification Scheme,Official BIS source page,https://www.bis.gov.in/fmcs/certification-process/how-to-apply/?lang=en,https://www.bis.gov.in/fmcs/certification-process/how-to-apply/?lang=en,raw_documents\SRC-002_fmcs_certification_process_how_to_apply.html,cleaned_documents\SRC-002_fmcs_certification_process_how_to_apply.txt,html,text,False,Captured 2026-08-28,collected_and_cleaned,Fetched official page; extracted 15702 cleaned characters.
SRC-003,,Foreign Manufacturers Certification Scheme,Official BIS source page,https://www.bis.gov.in/fmcs/fmcs-overview/?lang=en,https://www.bis.gov.in/fmcs/fmcs-overview/?lang=en,raw_documents\SRC-003_fmcs_fmcs_overview.html,cleaned_documents\SRC-003_fmcs_fmcs_overview.txt,html,text,False,Captured 2026-08-28,collected_and_cleaned,Fetched official page; extracted 15586 cleaned characters.
SRC-004,,Hallmarking,Official BIS source page,https://www.bis.gov.in/hallmarking-overview/hallmarking-faqs/hallmarking-faq/?lang=en,https://www.bis.gov.in/hallmarking-overview/hallmarking-faqs/hallmarking-faq/?lang=en,raw_documents\SRC-004_hallmarking_overview_hallmarking_faqs_hallmarking_faq.html,cleaned_documents\SRC-004_hallmarking_overview_hallmarking_faqs_hallmarking_faq.txt,html,text,False,Captured 2026-08-28,collected_and_cleaned,Fetched official page; extracted 23646 cleaned characters.
SRC-005,,Product Certification FAQ,Official BIS source page,https://www.bis.gov.in/product-certification/product-certification-faq/?lang=en,https://www.bis.gov.in/product-certification/product-certification-faq/?lang=en,raw_documents\SRC-005_product_certification_product_certification_faq.html,cleaned_documents\SRC-005_product_certification_product_certification_faq.txt,html,text,False,Captured 2026-08-28,collected_and_cleaned,Fetched official page; extracted 27514 cleaned characters.
SRC-006,,Product Certification Process,Official BIS source page,https://www.bis.gov.in/product-certification/product-certification-process/?lang=en,https://www.bis.gov.in/product-certification/product-certification-process/?lang=en,raw_documents\SRC-006_product_certification_product_certification_process.html,cleaned_documents\SRC-006_product_certification_product_certification_process.txt,html,text,False,Captured 2026-08-28,collected_and_cleaned,Fetched official page; extracted 15615 cleaned characters.
SRC-007,,Products under Compulsory Certification,Official BIS source page,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/?lang=en,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/?lang=en,raw_documents\SRC-007_product_certification_products_under_compulsory_certification.html,cleaned_documents\SRC-007_product_certification_products_under_compulsory_certification.txt,html,text,False,Captured 2026-08-28,collected_and_cleaned,Fetched official page; extracted 15353 cleaned characters.
SRC-008,,Scheme I (ISI Mark Scheme),Official BIS source page,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en,,,html,unknown,unknown,Attempted 2026-08-28,unavailable_fetch_failed,Fetch failed: The read operation timed out
SRC-009,,Scheme II (Registration Scheme),Official BIS source page,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-ii-registration-scheme/?lang=en,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-ii-registration-scheme/?lang=en,raw_documents\SRC-009_product_certification_products_under_compulsory_certification_scheme_i.html,cleaned_documents\SRC-009_product_certification_products_under_compulsory_certification_scheme_i.txt,html,text,False,Captured 2026-08-28,collected_and_cleaned,Fetched official page; extracted 33066 cleaned characters.
PDF-001,,EC Members,Linked official notification/supporting document,https://www.bis.gov.in/bis-apps/?lang=en,https://www.bis.gov.in/wp-content/uploads/2026/08/ECGazetteNotification.pdf,raw_documents\PDF-001_ec_members.pdf,cleaned_documents\PDF-001_ec_members.txt,pdf,text,False,Captured 2026-08-28,collected_and_text_extracted,SHA256 b91a261057481019e234958bffa0d925b6e31103f3f4a7f06ee70e73c381ac64; pages=4; source page SRC-001.
PDF-002,,Support to other laboratories,Linked official notification/supporting document,https://www.bis.gov.in/bis-apps/?lang=en,https://www.bis.gov.in/wp-content/uploads/2024/12/Revised-Guidelines-for-support-to-other-laboratories-dated-2024-12-17.pdf,raw_documents\PDF-002_support_to_other_laboratories.pdf,cleaned_documents\PDF-002_support_to_other_laboratories.txt,pdf,scanned,True,Captured 2026-08-28,collected_and_text_extracted,SHA256 950df16480be473959be6dcbe4d04abbd33ee7ce87cfe19e9da9f6676d113de4; pages=2; source page SRC-001.
PDF-003,,Lab Recognition Scheme 2020,Linked official notification/supporting document,https://www.bis.gov.in/bis-apps/?lang=en,https://www.bis.gov.in/wp-content/uploads/2020/06/LRS_23062020.pdf,raw_documents\PDF-003_lab_recognition_scheme_2020.pdf,cleaned_documents\PDF-003_lab_recognition_scheme_2020.txt,pdf,unknown,unknown,Captured 2026-08-28,collected_extraction_failed,SHA256 38e3e2665d60ae1ba264b91c4ff3d1d7067cf2f53f10b6bb404c23130ac24e04; pages=None; source page SRC-001.
PDF-004,,Lab Recognition Scheme Amendment 2020,Linked official notification/supporting document,https://www.bis.gov.in/bis-apps/?lang=en,https://www.bis.gov.in/wp-content/uploads/2020/10/amendment.pdf,raw_documents\PDF-004_lab_recognition_scheme_amendment_2020.pdf,cleaned_documents\PDF-004_lab_recognition_scheme_amendment_2020.txt,pdf,text,False,Captured 2026-08-28,collected_and_text_extracted,SHA256 a34918dbd8de7d3aa2000b9acfa200b57c969290e081eae8993e033c029f83c3; pages=1; source page SRC-001.
PDF-005,,Lab Recognition Scheme Amendment 2022,Linked official notification/supporting document,https://www.bis.gov.in/bis-apps/?lang=en,https://www.bis.gov.in/wp-content/uploads/2022/07/LRS-Fee-Annex-A-and-B.pdf,raw_documents\PDF-005_lab_recognition_scheme_amendment_2022.pdf,cleaned_documents\PDF-005_lab_recognition_scheme_amendment_2022.txt,pdf,text,False,Captured 2026-08-28,collected_and_text_extracted,SHA256 22f87095fc2aa38dab33a818f6516d87075c776d036460cddb2228b6574087eb; pages=2; source page SRC-001.
PDF-006,,Fee Structure of BIS LRS(Amendment-3),Linked official notification/supporting document,https://www.bis.gov.in/bis-apps/?lang=en,https://www.bis.gov.in/wp-content/uploads/2024/05/Amendment-III.pdf,raw_documents\PDF-006_fee_structure_of_bis_lrs_amendment_3.pdf,cleaned_documents\PDF-006_fee_structure_of_bis_lrs_amendment_3.txt,pdf,text,False,Captured 2026-08-28,collected_and_text_extracted,SHA256 661ea7e7280d7f02042604796a1947a17fe390d04bdce1524f2ffd29bfaf6b5b; pages=3; source page SRC-001.
